label,ss
isothermal titration calorimetry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005647]
in vitro ubiquitination assay evidence,[http://purl.obolibrary.org/obo/ECO_0001073]
in vivo assay evidence,[http://purl.obolibrary.org/obo/ECO_0000178]
immunoperoxidase immunolocalization electron microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005597]
heteronuclear single quantum coherence spectroscopy evidence,[http://purl.obolibrary.org/obo/ECO_0001813]
7-aminoactinomycin staining evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007337]
epistatic interaction phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006096]
particle size and count assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007146]
mutant physiological response evidence,[http://purl.obolibrary.org/obo/ECO_0000174]
chimeric protein phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007360]
insertion mutation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0005509]
sequence orthology evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000265]
molecular mechanics simulation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006140]
automatically integrated combinatorial computational and experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007667]
small interfering RNA knockdown evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001585]
in vitro cell based assay evidence,[http://purl.obolibrary.org/obo/ECO_0005014]
random mutagenesis of specific target DNA evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001844]
protein localization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007725]
cytochrome C release assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007377]
co-immunoprecipitation evidence,[http://purl.obolibrary.org/obo/ECO_0000070]
experimental evidence,[http://purl.obolibrary.org/obo/ECO_0000006]
RNA detection assay evidence,[http://purl.obolibrary.org/obo/ECO_0005518]
similarity evidence,[http://purl.obolibrary.org/obo/ECO_0000041]
chromatin immunoprecipitation-PCR evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007502]
recessive mutant phenotype evidence,[http://purl.obolibrary.org/obo/ECO_0006100]
polyadenylated transcript 3'-end-sequencing evidence,[http://purl.obolibrary.org/obo/ECO_0006239]
slide agglutination test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007022]
DNA to cDNA expression microarray evidence,[http://purl.obolibrary.org/obo/ECO_0000104]
evidence based on logical inference from automatic annotation used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000366]
phosphoamino acid analysis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007444]
flow cytometry evidence,[http://purl.obolibrary.org/obo/ECO_0000268]
syngeneic transplantation experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007459]
in vivo deubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001213]
physical examination evidence,[http://purl.obolibrary.org/obo/ECO_0001111]
beta-glucuronidase reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005641]
induced mutation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001223]
multilocus sequence typing evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001600]
confocal microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007490]
high throughput evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006057]
array experiment evidence,[http://purl.obolibrary.org/obo/ECO_0000055]
immunofluorescence evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005804]
in vivo palmitoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001083]
polysome profiling evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001594]
protein binding evidence,[http://purl.obolibrary.org/obo/ECO_0000024]
two-dimensional agarose gel electrophoresis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007149]
in vitro translation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001205]
DNA to cDNA expression microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007313]
voltage clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007766]
no evidence data found,[http://purl.obolibrary.org/obo/ECO_0000035]
anatomical perturbation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007810]
deglycosylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006291]
in vivo transcription assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001220]
quantitative reverse transcription polymerase chain reaction evidence used in automatic assertion.,[http://purl.obolibrary.org/obo/ECO_0001568]
inference from background scientific knowledge,[http://purl.obolibrary.org/obo/ECO_0000001]
green fluorescent protein reporter gene assay evidence,[http://purl.obolibrary.org/obo/ECO_0001816]
curator inference from Oxford Dictionary,[http://purl.obolibrary.org/obo/ECO_0007642]
direct Coombs test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007024]
expression library screen evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000281]
curator inference from book,[http://purl.obolibrary.org/obo/ECO_0007646]
ex vivo assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007793]
computational inference used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000363]
luciferase reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005648]
beta galactosidase functional complementation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006296]
genetically encoded fluorescent electrophysiology assay evidence,[http://purl.obolibrary.org/obo/ECO_0006038]
high-performance liquid chromatography evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007472]
nucleotide analog incorporation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001107]
cell fractionation evidence,[http://purl.obolibrary.org/obo/ECO_0000004]
[3H]arachidonic acid release assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007339]
in vitro palmitoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001066]
tissue grafting phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007242]
manually integrated combinatorial computational evidence,[http://purl.obolibrary.org/obo/ECO_0007648]
restriction landmark genomic scanning evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007470]
radioisotope assay evidence,[http://purl.obolibrary.org/obo/ECO_0001120]
knockin evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001224]
automatically integrated combinatorial experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007660]
in vivo demethylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007414]
multiplex bead-based immunoassay evidence,[http://purl.obolibrary.org/obo/ECO_0001102]
conditional knockin evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007367]
filter binding assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001181]
sequence alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000248]
in-gel protein kinase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007273]
SOLiD sequencing evidence,[http://purl.obolibrary.org/obo/ECO_0000224]
co-localization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001163]
mammalian 2-hybrid assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007431]
quantitative reverse transcription polymerase chain reaction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001567]
direct hemagglutination assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007600]
random mutagenesis of specific target DNA evidence,[http://purl.obolibrary.org/obo/ECO_0001842]
genetic similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000254]
manually integrated combinatorial computational and experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007664]
phylogenetic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007826]
in vitro defarnesylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007396]
beta-glucuronidase fusion protein localization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007108]
electrospray ionization fourier transform ion cyclotron resonance mass spectrometry evidence,[http://purl.obolibrary.org/obo/ECO_0006251]
physical interaction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000353]
cell fractionation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007552]
histology evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001187]
regular expression motif search evidence,[http://purl.obolibrary.org/obo/ECO_0005505]
MTT assay evidence,[http://purl.obolibrary.org/obo/ECO_0001101]
defarnesylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007790]
visual sequence inspection evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007262]
inference based on individual clinical experience,[http://purl.obolibrary.org/obo/ECO_0006018]
biological system reconstruction evidence by experimental evidence from mixed species used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007480]
curator inference used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007322]
in vitro recombinant protein transcription reconstitution assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007111]
medical practitioner statement evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006162]
cryogenic electron microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0006181]
particle size and count assay evidence,[http://purl.obolibrary.org/obo/ECO_0000334]
adhesion assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007340]
heterologous protein expression evidence,[http://purl.obolibrary.org/obo/ECO_0000154]
experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007297]
combinatorial experimental and author inference evidence contained in single publication used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006219]
protein mass spectrometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007288]
hydroxyl-radical footprinting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005643]
temperature-induced protein unfolding evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006317]
co-electrophoresis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007361]
koehler illumination microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007053]
cytotoxicity assay evidence,[http://purl.obolibrary.org/obo/ECO_0005012]
X-ray crystallography-based structural model with high relative B-factor values,[http://purl.obolibrary.org/obo/ECO_0006188]
morphological similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007202]
in vivo sumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007422]
structural similarity evidence,[http://purl.obolibrary.org/obo/ECO_0000027]
combinatorial experimental and author inference evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007013]
substance quantification evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007805]
spectrophotometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007458]
small-angle neutron scattering evidence,[http://purl.obolibrary.org/obo/ECO_0006184]
in vitro cleavage assay evidence,[http://purl.obolibrary.org/obo/ECO_0001058]
biological system reconstruction evidence based on paralogy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007483]
qualitative western immunoblotting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000279]
xylE reporter gene assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007527]
